H24_Cycle_Num,H24_Cycle_Life(%),H24_C_Rest_Start_Volt(V),H24_C_Rest_End_Volt(V),H24_D_Rest_Start_Volt(V),H24_D_Rest_End_Volt(V),H24_CC_Chg_Cur(A),H24_CC_Chg_Volt(V),H24_CC_Chg_CapaCity(Ah),H24_CC_Chg_Energy(Wh),H24_CC_Chg_Time(s),H24_CCCV_Chg_Cur(A),H24_CCCV_Chg_Volt(V),H24_CCCV_Chg_CapaCity(Ah),H24_CCCV_Chg_Energy(Wh),H24_CCCV_Chg_Time(s),H24_CV_Chg_Time(s),H24_CC_Dischg_Cur(A),H24_CC_Dischg_Volt(V),H24_CC_Dischg_CapaCity(Ah),H24_CC_Dischg_Energy(Wh),H24_CC_Dischg_Time(s),H24_Volt_CC_DChg_00s,H24_Volt_CC_DChg_10s,H24_Rin(ohm)
55,97.8824631601936,4.1985,4.1896,2.5561,2.8546,2.0997,4.0987,2.9571242222222223,11.026954666666668,5070.0,0.084,4.1998,3.7545194666666664,14.34482062222222,7578.400000000001,2508.4000000000005,-4.1997,2.4996,3.7528893333333335,13.661043555555556,3217.0,4.1325,4.091,0.009881658213681952
56,97.72980873045626,4.1982,4.1892,2.5635,2.8676,2.0997,4.0987,2.957149333333333,11.026775111111112,5070.0,0.084,4.1995,3.751972622222222,14.333566577777777,7560.3,2520.3,-4.1994,2.4993,3.747036444444445,13.617672,3212.2000000000003,4.1362,4.086,0.011954088679334991
57,97.67494401666276,4.1982,4.1889,2.5579,2.8661,2.0995,4.0984,2.9394204444444445,10.966667555555556,5040.0,0.08399,4.1995,3.7468071111111114,14.327650133333332,7668.6,2618.6000000000004,-4.1994,2.4993,3.744932888888889,13.608285333333331,3210.4,4.1353,4.0835,0.012335095489831898
58,97.66899734474724,4.1985,4.1889,2.561,2.8652,2.0997,4.0997,2.9453502222222223,10.989368888888889,5050.0,0.08399,4.1995,3.7466300444444447,14.324977777777779,7659.400000000001,2609.4000000000005,-4.1994,2.4993,3.7447048888888887,13.609477333333334,3210.2000000000003,4.1291,4.0845,0.010620564842596556
59,97.65706922505709,4.1985,4.1889,2.5579,2.8645,2.0997,4.0997,2.9453560000000003,10.989462222222222,5050.0,0.084,4.1995,3.746339555555556,14.323689244444443,7657.000000000001,2617.000000000001,-4.1994,2.4993,3.7442475555555563,13.609808888888889,3209.8,4.1359,4.0854,0.012025527456303385
60,97.64369211123544,4.1982,4.1889,2.5613,2.8605,2.0995,4.0997,2.9394524444444445,10.967106666666668,5040.0,0.08395,4.1995,3.745072355555556,14.321470577777777,7712.1,2652.1000000000004,-4.1997,2.499,3.743734666666666,13.61192088888889,3209.3,4.1356,4.0851,0.01202466842869739
61,97.71782265100084,4.1985,4.1896,2.5616,2.8568,2.0997,4.0993,2.9512675555555563,11.008923555555555,5060.0,0.084,4.1998,3.7476352000000004,14.3228544,7576.8,2516.8,-4.1994,2.5,3.746576888888889,13.635980444444444,3211.6000000000004,4.1325,4.0907,0.009953802924227338
62,97.69647027347968,4.1985,4.1896,2.5539,2.8559,2.0997,4.0997,2.9512786666666666,11.007945777777776,5060.0,0.084,4.1998,3.747405155555556,14.32105528888889,7595.700000000001,2535.7000000000007,-4.1997,2.499,3.7457582222222223,13.631714666666669,3210.9,4.1319,4.0894,0.010119770459794637
63,97.7032051982027,4.1985,4.1896,2.5585,2.8528,2.0997,4.0997,2.9512833333333335,11.007882666666667,5060.0,0.08399,4.1998,3.7472543999999997,14.320332800000001,7596.1,2556.1000000000004,-4.1997,2.4993,3.746016444444445,13.638565333333334,3211.1000000000004,4.1325,4.091,0.009881658213681952
64,97.46706552258728,4.1982,4.1886,2.5601,2.8707,2.0995,4.0993,2.9395197777777775,10.964541333333333,5040.0,0.08399,4.1995,3.743663288888889,14.312402488888887,7679.6,2659.6000000000004,-4.1994,2.4993,3.736962666666667,13.572270222222219,3203.6000000000004,4.1322,4.0814,0.012096966233271358
65,97.40290406244632,4.1982,4.1883,2.5598,2.8741,2.0995,4.0987,2.9276751111111112,10.925461333333333,5020.0,0.08397,4.1992,3.7375484444444447,14.297622755555556,7719.3,2699.3,-4.1994,2.4996,3.7345026666666663,13.556782222222223,3201.6000000000004,4.1276,4.0789,0.011596894794494496
66,97.37517611074674,4.1982,4.1886,2.5592,2.8745,2.0995,4.0993,2.9276388888888887,10.927892444444444,5020.0,0.08395999999999999,4.1995,3.7359434666666664,14.293924977777781,7736.400000000001,2706.4000000000005,-4.1994,2.4993,3.733439555555556,13.551454222222224,3200.7000000000003,4.1263,4.0786,0.011358765537933956
67,97.5362926662118,4.1985,4.1892,2.5613,2.858,2.0997,4.099,2.9335613333333335,10.950572444444443,5030.0,0.084,4.1995,3.737839288888889,14.298430577777776,7641.3,2591.3,-4.1994,2.4993,3.7396168888888885,13.603200888888889,3205.7000000000003,4.1319,4.0866,0.010787255322188914
68,97.57841782360155,4.1985,4.1896,2.5595,2.8546,2.0998,4.0993,2.945470888888889,10.98685688888889,5050.0,0.08398,4.1998,3.742260622222222,14.30253368888889,7575.3,2525.3,-4.1997,2.4996,3.741232,13.620600888888887,3207.0,4.1384,4.0907,0.011357954139581364
69,97.54429111381744,4.1985,4.1896,2.561,2.8559,2.0997,4.0993,2.945466222222222,10.986174222222221,5050.0,0.08398,4.1998,3.7419953777777777,14.300953600000001,7593.400000000001,2543.4000000000005,-4.1997,2.4996,3.739923555555556,13.611301333333333,3205.9,4.1328,4.0891,0.010405505155129988
70,97.53872697635263,4.1985,4.1896,2.5564,2.8528,2.0997,4.0997,2.945454444444445,10.987025777777776,5050.0,0.084,4.1998,3.7408384,14.297124977777777,7590.3,2540.3,-4.1997,2.499,3.739710222222222,13.613427555555557,3205.7000000000003,4.1313,4.0891,0.01004833678596096
71,97.55441088883155,4.1985,4.1899,2.5601,2.8515,2.0998,4.0987,2.945505777777778,10.984625777777776,5050.0,0.08399,4.1998,3.741570133333333,14.29674808888889,7551.000000000001,2501.000000000001,-4.1997,2.4996,3.740311555555556,13.622146666666668,3206.2000000000003,4.1322,4.0922,0.009524489844512712
72,97.54853376863436,4.1985,4.1899,2.5576,2.8503,2.0997,4.0987,2.9455266666666664,10.984181333333334,5050.0,0.084,4.1998,3.7414272,14.295550577777778,7547.500000000001,2497.500000000001,-4.1997,2.499,3.740086222222222,13.623050666666666,3206.0,4.1341,4.0925,0.009905469438293178
73,97.53084444827752,4.1989,4.1899,2.5561,2.849,2.0997,4.0987,2.9455328888888888,10.983763555555555,5050.0,0.08398,4.1998,3.740821333333333,14.292484266666666,7532.400000000001,2482.4000000000005,-4.1997,2.4993,3.739408,13.622593777777778,3205.4,4.1328,4.0928,0.0095244898445125
74,97.5219302363808,4.1989,4.1899,2.5551,2.8487,2.0998,4.0987,2.9455377777777776,10.983601777777778,5050.0,0.084,4.1998,3.7404817777777777,14.290825955555556,7540.200000000001,2490.2000000000007,-4.1997,2.4993,3.739066222222222,13.622878222222221,3205.1000000000004,4.1396,4.0935,0.010976974545800898
75,97.51299284057797,4.1989,4.1899,2.5564,2.8475,2.0998,4.0987,2.94554,10.983083555555556,5050.0,0.084,4.1998,3.739900444444445,14.287716977777778,7526.200000000001,2476.2000000000007,-4.1997,2.4996,3.7387235555555556,13.624035555555556,3204.8,4.1347,4.0938,0.00973879086601417
76,97.47251374052156,4.1989,4.1899,2.5595,2.8487,2.0997,4.099,2.945531555555556,10.983128,5050.0,0.084,4.1998,3.739035733333333,14.284364799999999,7532.900000000001,2482.9000000000005,-4.1997,2.4996,3.7371715555555562,13.615175111111112,3203.5,4.1328,4.0928,0.0095244898445125
77,97.4509411158924,4.1985,4.1899,2.5558,2.849,2.0998,4.0993,2.9455266666666664,10.984639111111111,5050.0,0.08395,4.1998,3.737947377777778,14.281577244444446,7543.900000000001,2513.9000000000005,-4.1997,2.4996,3.7363444444444447,13.611061333333332,3202.8,4.1344,4.0925,0.009976903112127069
78,97.40824795280314,4.1985,4.1896,2.5551,2.85,2.0997,4.0987,2.9337811111111107,10.940339555555557,5030.0,0.084,4.1998,3.736813511111111,14.282096355555556,7599.500000000001,2549.500000000001,-4.1997,2.499,3.734707555555556,13.601566222222221,3201.4,4.1362,4.091,0.010762673524299228
79,97.42829043962946,4.1985,4.1899,2.5582,2.8475,2.0998,4.0997,2.9455353333333334,10.985850666666668,5050.0,0.084,4.1998,3.7365152,14.276787200000001,7539.700000000001,2489.7000000000007,-4.1997,2.5,3.7354760000000002,13.611488,3202.0,4.1353,4.0935,0.009953091887515843
80,97.43369228975152,4.1989,4.1899,2.5558,2.8456,2.0998,4.0993,2.945551111111111,10.984433777777777,5050.0,0.08397,4.1998,3.7366435555555553,14.275544177777778,7529.400000000001,2479.4000000000005,-4.1997,2.499,3.735683111111111,13.615737777777777,3202.1000000000004,4.135,4.0944,0.00966735719218028
81,97.41249060762004,4.1989,4.1899,2.5579,2.8453,2.0998,4.0993,2.945558,10.983578666666666,5050.0,0.08399,4.1998,3.736141511111111,14.272315733333333,7505.000000000001,2455.000000000001,-4.1997,2.4987,3.7348702222222223,13.613930666666667,3201.4,4.1378,4.0947,0.01026263780746263
82,97.392065586343,4.1989,4.1899,2.5585,2.8453,2.0998,4.0997,2.9455573333333334,10.984012444444444,5050.0,0.084,4.1998,3.7354496,14.270038755555555,7509.500000000001,2459.500000000001,-4.2001,2.4993,3.734087111111111,13.611064888888889,3200.7000000000003,4.1403,4.0944,0.010928311230684887
