H11_Cycle_Num,H11_Cycle_Life(%),H11_C_Rest_Start_Volt(V),H11_C_Rest_End_Volt(V),H11_D_Rest_Start_Volt(V),H11_D_Rest_End_Volt(V),H11_CC_Chg_Cur(A),H11_CC_Chg_Volt(V),H11_CC_Chg_CapaCity(Ah),H11_CC_Chg_Energy(Wh),H11_CC_Chg_Time(s),H11_CCCV_Chg_Cur(A),H11_CCCV_Chg_Volt(V),H11_CCCV_Chg_CapaCity(Ah),H11_CCCV_Chg_Energy(Wh),H11_CCCV_Chg_Time(s),H11_CV_Chg_Time(s),H11_CC_Dischg_Cur(A),H11_CC_Dischg_Volt(V),H11_CC_Dischg_CapaCity(Ah),H11_CC_Dischg_Energy(Wh),H11_CC_Dischg_Time(s),H11_Volt_CC_DChg_00s,H11_Volt_CC_DChg_10s,H11_Rin(ohm)
936,90.5287733349369,4.1976,4.1892,2.583,3.3438,2.0,4.0997,2.644783555555556,10.030266666666666,4760.0,0.08,4.1998,3.4238816,13.286847999999999,9385.300000000001,4635.300000000001,-4.0011,2.5,3.425718222222222,11.759376,3082.5,4.109,4.0302,0.019694583989402964
937,90.42026728767884,4.1979,4.1892,2.5837,3.3463,2.0000999999999998,4.0993,2.6392155555555554,10.008730666666667,4750.0,0.08,4.1998,3.4246300444444446,13.291767466666666,9438.400000000001,4708.4000000000015,-4.0011,2.5,3.421612222222222,11.73688711111111,3078.8,4.1127,4.028,0.021169178475919287
938,89.78439965272426,4.1979,4.1889,2.5827,3.364,2.0000999999999998,4.0987,2.6280824444444444,9.965826666666667,4730.0,0.08,4.1998,3.417690311111111,13.266504533333332,9521.6,4861.6,-4.0011,2.5,3.3975502222222222,11.606828444444444,3057.3,4.1012,4.0159,0.02131913723725979
939,89.7724784925828,4.1979,4.1886,2.5762,3.3624,2.0005,4.0997,2.589047111111111,9.834634666666668,4660.0,0.08,4.1998,3.396626133333333,13.2108416,9572.5,4912.5,-4.0007,2.5,3.3970991111111113,11.608835555555556,3056.9,4.1077,4.0153,0.02309595820731384
940,89.87010281090384,4.1979,4.1886,2.5843,3.3593,2.0000999999999998,4.0981,2.5890344444444446,9.831023111111111,4660.0,0.08,4.1998,3.3987740444444445,13.215869155555556,9546.6,4876.6,-4.0007,2.5,3.400793333333333,11.631432888888888,3060.2000000000003,4.1099,4.0169,0.02324593196190666
941,89.93478244528715,4.1979,4.1886,2.5843,3.3562,2.0002999999999997,4.0981,2.594616888888889,9.84932888888889,4670.0,0.07998999999999999,4.1998,3.4003459555555553,13.217342577777776,9522.0,4802.0,-4.0003,2.5,3.403240888888889,11.63043022222222,3062.4,4.1034,4.0141,0.022323325750568633
942,90.45957775368228,4.1979,4.1892,2.5756,3.3426,2.0002999999999997,4.099,2.622539777777778,9.951862222222221,4720.0,0.07998999999999999,4.1998,3.410173511111111,13.244080355555555,9406.800000000001,4656.800000000001,-4.0011,2.5,3.423099777777778,11.758283555555556,3080.1000000000004,4.1105,4.0299,0.02014446027342492
943,90.36189471043444,4.1979,4.1892,2.5737,3.3457,2.0002999999999997,4.0997,2.6392477777777774,10.008964444444445,4750.0,0.08,4.1998,3.422461511111111,13.282898488888888,9431.6,4691.6,-4.0011,2.5,3.4194033333333334,11.729876444444445,3076.8,4.1108,4.0274,0.02084426782634779
944,89.90559615666494,4.1976,4.1889,2.5775,3.3593,2.0000999999999998,4.0997,2.633694222222222,9.989702222222222,4740.0,0.08,4.1998,3.4173404444444446,13.265416533333331,9358.5,4698.5,-4.0007,2.5,3.4021364444444444,11.634431111111113,3061.4,4.1065,4.0184,0.022021146299397568
945,89.7677452634823,4.1979,4.1886,2.5827,3.3603,2.0,4.0984,2.5890715555555563,9.831139555555556,4660.0,0.08,4.1998,3.3990826666666667,13.217207466666668,9577.900000000001,4907.9000000000015,-4.0007,2.5,3.39692,11.609150222222224,3056.7000000000003,4.1037,4.0144,0.022321093808583426
946,89.82420928060554,4.1976,4.1886,2.5778,3.3593,2.0000999999999998,4.099,2.594652,9.852106666666668,4670.0,0.08,4.1998,3.399247644444445,13.215623111111112,9539.6,4869.6,-4.0003,2.5,3.399056666666667,11.626088,3058.6000000000004,4.1077,4.0166,0.022773292003099757
